ip,dash1,user,timestamp,method,url,protocol,status,size,referrer,user_agent
93.5.103.2,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,502,5051,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
202.31.41.155,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,404,5025,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
112.6.63.118,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,303,4957,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
84.231.45.191,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin/developer,HTTP/1.0,304,4930,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
165.203.224.253,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,500,4979,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
34.119.69.21,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,303,5002,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
159.183.91.33,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,404,5023,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
192.129.58.23,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,200,5048,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
82.125.224.111,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,200,4961,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
46.107.136.53,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,304,5097,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
26.54.71.146,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,304,4896,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
172.63.250.232,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,403,4998,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
15.106.77.111,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,303,4968,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
78.62.80.130,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,200,5028,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
221.183.119.139,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,403,4953,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
12.221.36.224,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin/developer,HTTP/1.0,303,4970,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
160.39.164.109,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,200,5032,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
148.148.148.150,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,200,5009,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
204.61.221.198,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,403,4996,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
63.76.83.195,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,303,5054,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
175.61.171.170,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,304,4912,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
44.129.161.1,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,403,4866,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
79.113.193.22,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,304,5023,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
103.93.212.129,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,403,4955,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
100.170.141.254,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,303,5008,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
88.29.182.206,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,304,4937,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
124.248.231.224,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,304,5014,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
64.116.38.237,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,403,4939,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
48.66.206.204,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,200,5078,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
116.6.198.101,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,404,5015,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
138.252.28.163,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,200,4939,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
4.59.10.2,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,303,4958,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
223.16.199.221,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,403,4962,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
196.73.102.208,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,404,4977,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
200.185.25.122,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,404,4952,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
60.237.191.27,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,500,5034,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
90.14.60.201,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,200,4985,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
4.92.181.170,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,403,5062,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
190.62.29.54,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,404,5049,-,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
114.48.233.77,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,200,4986,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
196.228.140.21,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,502,5009,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
63.143.90.182,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,500,4991,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
213.102.127.90,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,303,5031,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
159.159.8.169,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,200,4997,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
2.213.141.79,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,404,4999,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
126.74.255.194,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin/developer,HTTP/1.0,500,4984,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
163.111.83.190,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,500,5044,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
118.192.30.113,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,500,5030,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
51.190.47.143,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,303,4942,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
158.143.200.136,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,500,5004,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
139.58.80.152,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,404,4956,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
162.52.197.129,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,502,5081,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
65.231.136.79,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,403,5030,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
117.195.202.250,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,304,5079,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
125.24.214.175,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,500,4949,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
113.144.114.104,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,500,5032,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
7.108.228.14,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,404,4973,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
52.207.114.215,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,304,4968,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
57.38.247.15,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,304,4969,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
102.221.170.226,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin/developer,HTTP/1.0,403,4972,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
174.180.220.92,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,303,4893,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
204.151.141.185,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/login,HTTP/1.0,502,4966,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
216.167.204.231,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,303,5018,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
54.3.115.216,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin,HTTP/1.0,200,5034,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
194.30.172.53,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,303,4965,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
66.32.247.144,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,303,4990,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
42.137.250.35,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/admin/developer,HTTP/1.0,403,5049,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
123.80.135.250,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,403,4985,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
121.85.236.164,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,303,4985,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
31.1.105.224,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,404,4946,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
29.138.165.219,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/login,HTTP/1.0,303,5069,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
70.230.170.52,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/login,HTTP/1.0,403,4923,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
85.10.41.227,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,404,4952,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
218.159.128.254,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,303,5004,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
141.236.101.247,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,502,4928,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
219.199.203.105,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr,HTTP/1.0,200,4883,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
208.199.141.100,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/register,HTTP/1.0,304,5013,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
10.1.108.230,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin/developer,HTTP/1.0,500,4955,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
29.225.115.173,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,403,4983,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
166.212.94.234,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin/developer,HTTP/1.0,403,4979,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36 OPR/61.2.3076.56749"
142.148.238.123,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin,HTTP/1.0,304,5030,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
16.190.80.154,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr/register,HTTP/1.0,502,5024,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
146.149.139.165,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,304,5077,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
10.59.142.103,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,403,5013,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
174.50.238.73,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr,HTTP/1.0,304,5058,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
151.77.218.20,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr,HTTP/1.0,403,5045,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
76.150.226.12,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,500,4998,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
2.144.12.207,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/admin/developer,HTTP/1.0,502,4998,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Mobile Safari/537.36"
200.154.97.247,-,-,27/Dec/2037:12:00:00 +0530,DELETE,/usr/admin,HTTP/1.0,403,4909,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3856.329"
36.42.90.112,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/register,HTTP/1.0,303,5076,-,Mozilla/5.0 (Android 10; Mobile; rv:84.0) Gecko/84.0 Firefox/84.0
148.220.155.117,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,502,5102,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
88.228.171.199,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/admin,HTTP/1.0,304,5015,https://day.com/tagsfaq.jsp,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
141.250.196.153,-,-,27/Dec/2037:12:00:00 +0530,GET,/usr,HTTP/1.0,403,4932,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_9 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1"
143.66.76.234,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,500,5036,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/7046A194A"
117.13.138.209,-,-,27/Dec/2037:12:00:00 +0530,PUT,/usr/login,HTTP/1.0,200,4983,https://day.com/tagsfaq.jsp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4380.0 Safari/537.36 Edg/89.0.759.0"
209.74.197.95,-,-,27/Dec/2037:12:00:00 +0530,POST,/usr/register,HTTP/1.0,403,4933,-,"Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.116 Mobile Safari/537.36 EdgA/45.12.4.5121"
